0,0
0,0
12140,0
12145,0
12142,0
12140,0
12131,0
12136,0
12149,0
12146,0
12135,0
12144,0
12133,0
12124,0
12126,0
12121,0
12115,0
12110,0
12110,0
12101,0
12104,0
12118,0
12124,0
12131,0
12125,0
12130,0
12142,0
12148,0
12152,0
12148,0
12139,0
12154,0
12154,1
12151,0
12145,0
12137,0
12148,0
12138,0
12132,0
12129,0
12124,0
12112,0
12122,0
12130,0
12137,0
12134,0
12146,0
12152,0
12150,0
12151,0
12157,0
12154,0
12155,0
12168,0
12170,0
12161,0
12163,0
12155,0
12171,0
12171,0
12178,0
12177,1
12168,0
12166,0
12174,0
12165,0
12156,0
12153,0
12152,0
12158,0
12168,0
12176,0
12173,0
12171,0
12166,0
12164,0
12170,0
12171,1
12175,0
12171,0
12170,0
12161,0
12160,0
12162,0
12157,0
12169,0
12167,0
12161,0
12158,0
12150,0
12150,0
12144,0
12146,0
12149,0
12159,0
12166,0
12175,0
12173,0
12170,0
12177,0
12176,0
12180,0
12180,1
12178,0
12172,0
12167,0
12175,0
12164,0
12158,0
12158,0
12157,0
12155,0
12156,0
12151,0
12158,0
12157,0
12165,0
12168,0
12176,0
12177,0
12171,1
12162,0
12160,0
12162,0
12162,0
12170,0
12166,0
12158,0
12162,0
12165,0
12161,0
12156,0
12158,0
12154,0
12150,0
12151,0
12156,0
12162,0
12160,0
12158,0
12162,0
12166,1
12166,0
12158,0
12153,0
12148,0
12150,0
12144,0
12140,0
12145,0
12146,0
12143,0
12140,0
12141,0
12140,0
12140,0
12148,0
12154,0
12152,0
12157,0
12161,0
12163,0
12163,0
12165,0
12155,0
12163,0
12167,0
12171,0
12172,0
12177,0
12175,0
12167,0
12173,0
12178,1
12169,0
12164,0
12173,0
12173,0
12178,0
12168,0
12173,0
12168,0
12161,0
12159,0
12166,0
12168,0
12165,0
12185,0
12200,0
12192,0
12199,0
12200,0
12200,0
12202,0
12202,0
12203,0
12199,0
12194,0
12202,0
12209,0
12213,0
12216,0
12215,0
12212,1
12212,0
12208,0
12200,0
12194,0
12194,0
12191,0
12200,0
12198,0
12190,0
12186,0
12186,0
12198,0
12195,0
12188,0
12186,0
12185,0
12182,0
12176,0
12180,0
12180,0
12189,0
12183,0
12175,0
12167,0
12171,0
12162,0
12159,0
12161,0
12161,0
12154,0
12149,0
12150,0
12158,0
12159,0
12158,0
12155,0
12156,0
12160,0
12152,0
12143,0
12139,0
12139,0
12146,0
12136,0
12136,0
12142,0
12140,0
12145,0
12141,0
12141,0
12145,1
12144,0
12143,0
12140,0
12141,0
12137,0
12135,0
12137,0
12131,0
12124,0
12120,0
12120,0
12114,0
12112,0
12108,0
12109,0
12112,0
12111,0
