Time,Open,High,Low,Close,Fisher,Smooth,FutureSmooth
4/7/2023 3:21:38 AM,13163.75,13165,13160.75,13162.5,-0.156154946798478,-0.0326037801007812,-0.0815094502519529
4/7/2023 3:27:52 AM,13162.5,13164,13156.25,13156.25,-0.542622933023011,-0.161199575006169,-0.32148948726347
4/7/2023 3:31:32 AM,13156.25,13159.5,13155,13158,-0.882404405253295,-0.398749953374312,-0.634630671046333
4/7/2023 3:39:13 AM,13158,13159.25,13154.25,13158.75,-1.11410117857033,-0.705454182126417,-0.968260040637974
4/7/2023 3:51:39 AM,13158.75,13159,13153.5,13154.75,-1.47139730219295,-1.06505107427691,-1.37705230953113
4/7/2023 4:03:03 AM,13154.75,13158.5,13154,13158.25,-1.5467631016528,-1.40288000654186,-1.64601768650453
4/7/2023 4:14:56 AM,13158,13162.75,13157.5,13162,-1.21851021208954,-1.58806303383801,-1.63561374332493
4/7/2023 4:25:04 AM,13162,13166,13162,13165.75,-0.626587764854553,-1.50372984197919,-1.30070201837077
4/7/2023 4:30:22 AM,13166,13170.25,13165.5,13169.5,0.0165586687785029,-1.13012901572972,-0.706813649291059
4/7/2023 4:32:17 AM,13169.5,13174.25,13169.5,13172,0.617133691246152,-0.528869790309758,0.0349901827020496
4/7/2023 4:39:26 AM,13172,13174.5,13171,13171,1.09391136839754,0.193336448136694,0.801757762285215
4/7/2023 4:45:06 AM,13171,13172.25,13168.25,13169.5,1.3644604129096,0.898492178195621,1.42697759185281
4/7/2023 4:51:03 AM,13169.5,13172.75,13167.75,13171.25,1.66136168882471,1.50367151260062,1.93132230850613
4/7/2023 4:57:27 AM,13171.25,13176,13170.25,13172.25,2.03280736274792,1.99610523244802,2.34545197668751
4/7/2023 5:08:06 AM,13172.25,13174,13167,13167.75,1.83966223293719,2.28349804908085,2.39763199176154
4/7/2023 5:17:07 AM,13167.75,13171,13165,13171,1.79302788610626,2.37550777447242,2.36841145607575
4/7/2023 5:28:14 AM,13171,13173.25,13169,13169,1.40787686506617,2.24685516577183,2.04991046247305
4/7/2023 5:40:26 AM,13169,13173.5,13167.5,13173,1.4716114532883,2.03013143175849,1.84121238888531
4/7/2023 5:51:33 AM,13173.25,13173.75,13169,13169.75,1.10577331604188,1.72322039277519,1.44188336181614
4/7/2023 6:05:51 AM,13169.75,13171,13167.5,13170.25,0.778057740646911,1.35342041335197,1.02106147712113
4/7/2023 6:14:20 AM,13170.25,13170.5,13164,13165.25,0.20535652023389,0.894041493811733,0.493100576500128
4/7/2023 6:18:37 AM,13165.25,13165.75,13159.75,13160.25,-0.384149523558774,0.347709882655762,-0.134356608421291
4/7/2023 6:26:45 AM,13160.25,13163.25,13158,13158,-0.93787323685377,-0.263284262929782,-0.770404337153228
4/7/2023 6:38:32 AM,13158,13164,13158,13163.25,-1.04921249332972,-0.825767399928301,-1.22683585845688
4/7/2023 6:51:41 AM,13163.25,13165.5,13161.25,13165,-0.915720201325886,-1.21164257181302,-1.41706840249905
4/7/2023 6:59:24 AM,13164.75,13170.25,13163.75,13170.25,-0.498336699277436,-1.31719341466276,-1.2624972049294
4/7/2023 7:05:00 AM,13170.25,13172,13168.25,13170,-0.0765794121800632,-1.13472474425369,-0.865780454455307
4/7/2023 7:09:54 AM,13170,13171.5,13166,13166.25,0.194833362865959,-0.75040652409497,-0.378987253317417
4/7/2023 7:15:38 AM,13166.25,13168.5,13161.25,13162,0.136369719273033,-0.333365228303579,-0.0215355902138776
4/7/2023 7:22:26 AM,13162,13166.25,13160,13166.25,0.209697121216627,0.0256031481960743,0.275037087362772
4/7/2023 7:28:59 AM,13166.5,13168.25,13165.5,13167.5,0.388219494948165,0.307804109586347,0.505240981710035
4/7/2023 7:36:53 AM,13167.5,13169.25,13165.5,13165.75,0.473656796847964,0.505977646496002,0.622184590848583
4/7/2023 7:43:16 AM,13165.5,13165.75,13160,13160,0.0883114824376272,0.532634311737879,0.456780697641098
4/7/2023 7:47:39 AM,13160,13162.75,13157.75,13162.75,-0.213079713988924,0.385680799930937,0.196329006761953
4/7/2023 7:49:30 AM,13162.5,13162.5,13152.25,13152.75,-0.65404006506776,0.0765951625506852,-0.233231449205789
4/7/2023 7:49:56 AM,13152.75,13153.5,13149.5,13149.75,-1.12711828967887,-0.363348808164225,-0.773305074585749
4/7/2023 7:51:12 AM,13149.75,13152.5,13146.75,13151.75,-1.43198848656746,-0.86718209881936,-1.27803444785976
4/7/2023 7:54:23 AM,13151.75,13152.5,13147,13147,-1.8129016671988,-1.38728223527594,-1.80351860303722
4/7/2023 7:55:26 AM,13147,13148,13141.75,13142.75,-2.22166265953029,-1.88987905765191,-2.28216181716268
4/7/2023 7:57:36 AM,13142.75,13148,13141.75,13147,-2.20009921634045,-2.28037255183512,-2.51701026090652
4/7/2023 8:00:18 AM,13147,13150.5,13145,13145,-2.19634398676538,-2.51861003572145,-2.63843391981578
4/7/2023 8:01:37 AM,13145,13146,13141.75,13142,-2.41279254156905,-2.65659889109974,-2.7445581774803
4/7/2023 8:03:46 AM,13141.75,13145,13140.25,13143.5,-2.50799390603437,-2.73450443741984,-2.77248595616142
4/7/2023 8:06:01 AM,13143.75,13148.5,13142.75,13145.5,-2.10721319639496,-2.67526885076628,-2.54340708201415
